Standard Stats,Standard Stats,Standard Stats,season,competition,minutes_played
SCA (Live-ball Pass),1.23,23,2022-2023,2022-2023 Champions League,584.0
SCA (Dead-ball Pass),0.00,33,2022-2023,2022-2023 Champions League,584.0
SCA (Take-On),0.15,77,2022-2023,2022-2023 Champions League,584.0
SCA (Shot),0.00,29,2022-2023,2022-2023 Champions League,584.0
SCA (Fouls Drawn),0.15,76,2022-2023,2022-2023 Champions League,584.0
SCA (Defensive Action),0.00,42,2022-2023,2022-2023 Champions League,584.0
,,,2022-2023,2022-2023 Champions League,584.0
Goal-Creating Actions,0.00,21,2022-2023,2022-2023 Champions League,584.0
,,,2022-2023,2022-2023 Champions League,584.0
GCA (Live-ball Pass),0.00,23,2022-2023,2022-2023 Champions League,584.0
GCA (Dead-ball Pass),0.00,46,2022-2023,2022-2023 Champions League,584.0
GCA (Take-On),0.00,48,2022-2023,2022-2023 Champions League,584.0
GCA (Shot),0.00,46,2022-2023,2022-2023 Champions League,584.0
GCA (Fouls Drawn),0.00,48,2022-2023,2022-2023 Champions League,584.0
GCA (Defensive Action),0.00,49,2022-2023,2022-2023 Champions League,584.0
Defense,Defense,Defense,2022-2023,2022-2023 Champions League,584.0
Statistic,Per 90,Percentile,2022-2023,2022-2023 Champions League,584.0
Tackles,1.23,18,2022-2023,2022-2023 Champions League,584.0
Tackles Won,0.92,38,2022-2023,2022-2023 Champions League,584.0
Tackles (Def 3rd),0.46,28,2022-2023,2022-2023 Champions League,584.0
Tackles (Mid 3rd),0.62,29,2022-2023,2022-2023 Champions League,584.0
Tackles (Att 3rd),0.15,35,2022-2023,2022-2023 Champions League,584.0
,,,2022-2023,2022-2023 Champions League,584.0
Dribblers Tackled,0.15,5,2022-2023,2022-2023 Champions League,584.0
Dribbles Challenged,1.70,41,2022-2023,2022-2023 Champions League,584.0
% of Dribblers Tackled,9.1%,4,2022-2023,2022-2023 Champions League,584.0
Challenges Lost,1.54,23,2022-2023,2022-2023 Champions League,584.0
,,,2022-2023,2022-2023 Champions League,584.0
Blocks,1.23,55,2022-2023,2022-2023 Champions League,584.0
Shots Blocked,0.15,49,2022-2023,2022-2023 Champions League,584.0
Passes Blocked,1.08,62,2022-2023,2022-2023 Champions League,584.0
,,,2022-2023,2022-2023 Champions League,584.0
Interceptions,2.00,86,2022-2023,2022-2023 Champions League,584.0
Tkl+Int,3.24,46,2022-2023,2022-2023 Champions League,584.0
Clearances,0.15,8,2022-2023,2022-2023 Champions League,584.0
Errors,0.00,57,2022-2023,2022-2023 Champions League,584.0
Possession,Possession,Possession,2022-2023,2022-2023 Champions League,584.0
Statistic,Per 90,Percentile,2022-2023,2022-2023 Champions League,584.0
Touches,76.44,82,2022-2023,2022-2023 Champions League,584.0
Touches (Def Pen),1.54,27,2022-2023,2022-2023 Champions League,584.0
Touches (Def 3rd),16.49,76,2022-2023,2022-2023 Champions League,584.0
Touches (Mid 3rd),44.23,77,2022-2023,2022-2023 Champions League,584.0
Touches (Att 3rd),16.80,65,2022-2023,2022-2023 Champions League,584.0
Touches (Att Pen),1.54,57,2022-2023,2022-2023 Champions League,584.0
Touches (Live-Ball),76.44,82,2022-2023,2022-2023 Champions League,584.0
,,,2022-2023,2022-2023 Champions League,584.0
Take-Ons Attempted,2.16,73,2022-2023,2022-2023 Champions League,584.0
Successful Take-Ons,1.23,80,2022-2023,2022-2023 Champions League,584.0
Successful Take-On %,57.1%,71,2022-2023,2022-2023 Champions League,584.0
Times Tackled During Take-On,0.46,50,2022-2023,2022-2023 Champions League,584.0
Tackled During Take-On Percentage,21.4%,80,2022-2023,2022-2023 Champions League,584.0
,,,2022-2023,2022-2023 Champions League,584.0
Carries,64.26,93,2022-2023,2022-2023 Champions League,584.0
Total Carrying Distance,339.97,96,2022-2023,2022-2023 Champions League,584.0
Progressive Carrying Distance,145.02,91,2022-2023,2022-2023 Champions League,584.0
,,,2022-2023,2022-2023 Champions League,584.0
Progressive Carries,1.70,63,2022-2023,2022-2023 Champions League,584.0
Carries into Final Third,3.39,95,2022-2023,2022-2023 Champions League,584.0
Carries into Penalty Area,0.15,59,2022-2023,2022-2023 Champions League,584.0
Miscontrols,2.47,7,2022-2023,2022-2023 Champions League,584.0
Dispossessed,1.54,15,2022-2023,2022-2023 Champions League,584.0
,,,2022-2023,2022-2023 Champions League,584.0
Passes Received,59.33,87,2022-2023,2022-2023 Champions League,584.0
Progressive Passes Rec,2.47,53,2022-2023,2022-2023 Champions League,584.0
Miscellaneous Stats,Miscellaneous Stats,Miscellaneous Stats,2022-2023,2022-2023 Champions League,584.0
Statistic,Per 90,Percentile,2022-2023,2022-2023 Champions League,584.0
Yellow Cards,0.00,84,2022-2023,2022-2023 Champions League,584.0
Red Cards,0.00,52,2022-2023,2022-2023 Champions League,584.0
Second Yellow Card,0.00,51,2022-2023,2022-2023 Champions League,584.0
Fouls Committed,0.77,69,2022-2023,2022-2023 Champions League,584.0
Fouls Drawn,1.08,54,2022-2023,2022-2023 Champions League,584.0
Offsides,0.00,62,2022-2023,2022-2023 Champions League,584.0
Crosses,0.31,32,2022-2023,2022-2023 Champions League,584.0
,,,2022-2023,2022-2023 Champions League,584.0
Interceptions,2.00,86,2022-2023,2022-2023 Champions League,584.0
Tackles Won,0.92,38,2022-2023,2022-2023 Champions League,584.0
Penalty Kicks Won,0.00,48,2022-2023,2022-2023 Champions League,584.0
Penalty Kicks Conceded,0.00,54,2022-2023,2022-2023 Champions League,584.0
Own Goals,0.00,50,2022-2023,2022-2023 Champions League,584.0
Ball Recoveries,7.86,83,2022-2023,2022-2023 Champions League,584.0
,,,2022-2023,2022-2023 Champions League,584.0
Aerials Won,0.31,25,2022-2023,2022-2023 Champions League,584.0
Aerials Lost,0.46,72,2022-2023,2022-2023 Champions League,584.0
% of Aerials Won,40.0%,37,2022-2023,2022-2023 Champions League,584.0
Goals,0.07,50,2022-2023,2022-2023 Ligue 1,2446.0
Assists,0.11,64,2022-2023,2022-2023 Ligue 1,2446.0
Goals + Assists,0.18,49,2022-2023,2022-2023 Ligue 1,2446.0
Non-Penalty Goals,0.07,57,2022-2023,2022-2023 Ligue 1,2446.0
Penalty Kicks Made,0.00,42,2022-2023,2022-2023 Ligue 1,2446.0
Penalty Kicks Attempted,0.00,41,2022-2023,2022-2023 Ligue 1,2446.0
Yellow Cards,0.11,70,2022-2023,2022-2023 Ligue 1,2446.0
Red Cards,0.00,60,2022-2023,2022-2023 Ligue 1,2446.0
xG: Expected Goals,0.11,57,2022-2023,2022-2023 Ligue 1,2446.0
npxG: Non-Penalty xG,0.11,63,2022-2023,2022-2023 Ligue 1,2446.0
xAG: Exp. Assisted Goals,0.11,57,2022-2023,2022-2023 Ligue 1,2446.0
npxG + xAG,0.22,58,2022-2023,2022-2023 Ligue 1,2446.0
,,,2022-2023,2022-2023 Ligue 1,2446.0
Progressive Carries,1.84,60,2022-2023,2022-2023 Ligue 1,2446.0
Progressive Passes,5.04,52,2022-2023,2022-2023 Ligue 1,2446.0
Progressive Passes Rec,3.46,54,2022-2023,2022-2023 Ligue 1,2446.0
Shooting,Shooting,Shooting,2022-2023,2022-2023 Ligue 1,2446.0
Statistic,Per 90,Percentile,2022-2023,2022-2023 Ligue 1,2446.0
Goals,0.07,50,2022-2023,2022-2023 Ligue 1,2446.0
Shots Total,1.14,49,2022-2023,2022-2023 Ligue 1,2446.0
Shots on Target,0.40,56,2022-2023,2022-2023 Ligue 1,2446.0
Shots on Target %,35.5%,66,2022-2023,2022-2023 Ligue 1,2446.0
Goals/Shot,0.06,52,2022-2023,2022-2023 Ligue 1,2446.0
Goals/Shot on Target,0.18,43,2022-2023,2022-2023 Ligue 1,2446.0
Average Shot Distance,20.50,48,2022-2023,2022-2023 Ligue 1,2446.0
Shots from Free Kicks,0.00,31,2022-2023,2022-2023 Ligue 1,2446.0
Penalty Kicks Made,0.00,42,2022-2023,2022-2023 Ligue 1,2446.0
Penalty Kicks Attempted,0.00,41,2022-2023,2022-2023 Ligue 1,2446.0
,,,2022-2023,2022-2023 Ligue 1,2446.0
xG: Expected Goals,0.11,57,2022-2023,2022-2023 Ligue 1,2446.0
npxG: Non-Penalty xG,0.11,63,2022-2023,2022-2023 Ligue 1,2446.0
npxG/Shot,0.10,75,2022-2023,2022-2023 Ligue 1,2446.0
Goals - xG,-0.04,35,2022-2023,2022-2023 Ligue 1,2446.0
Non-Penalty Goals - npxG,-0.04,36,2022-2023,2022-2023 Ligue 1,2446.0
Passing,Passing,Passing,2022-2023,2022-2023 Ligue 1,2446.0
Statistic,Per 90,Percentile,2022-2023,2022-2023 Ligue 1,2446.0
Passes Completed,65.72,96,2022-2023,2022-2023 Ligue 1,2446.0
Passes Attempted,71.57,93,2022-2023,2022-2023 Ligue 1,2446.0
Pass Completion %,91.8%,98,2022-2023,2022-2023 Ligue 1,2446.0
Total Passing Distance,962.11,87,2022-2023,2022-2023 Ligue 1,2446.0
Progressive Passing Distance,212.38,61,2022-2023,2022-2023 Ligue 1,2446.0
,,,2022-2023,2022-2023 Ligue 1,2446.0
Passes Completed (Short),35.32,97,2022-2023,2022-2023 Ligue 1,2446.0
Passes Attempted (Short),37.46,97,2022-2023,2022-2023 Ligue 1,2446.0
Pass Completion % (Short),94.3%,98,2022-2023,2022-2023 Ligue 1,2446.0
,,,2022-2023,2022-2023 Ligue 1,2446.0
Passes Completed (Medium),22.56,85,2022-2023,2022-2023 Ligue 1,2446.0
Passes Attempted (Medium),24.17,83,2022-2023,2022-2023 Ligue 1,2446.0
Pass Completion % (Medium),93.3%,93,2022-2023,2022-2023 Ligue 1,2446.0
,,,2022-2023,2022-2023 Ligue 1,2446.0
Passes Completed (Long),3.50,43,2022-2023,2022-2023 Ligue 1,2446.0
Passes Attempted (Long),4.16,24,2022-2023,2022-2023 Ligue 1,2446.0
Pass Completion % (Long),84.1%,97,2022-2023,2022-2023 Ligue 1,2446.0
Assists,0.11,64,2022-2023,2022-2023 Ligue 1,2446.0
xAG: Exp. Assisted Goals,0.11,57,2022-2023,2022-2023 Ligue 1,2446.0
xA: Expected Assists,0.13,66,2022-2023,2022-2023 Ligue 1,2446.0
Key Passes,0.99,49,2022-2023,2022-2023 Ligue 1,2446.0
Passes into Final Third,6.26,88,2022-2023,2022-2023 Ligue 1,2446.0
Passes into Penalty Area,0.88,57,2022-2023,2022-2023 Ligue 1,2446.0
Crosses into Penalty Area,0.04,20,2022-2023,2022-2023 Ligue 1,2446.0
Progressive Passes,5.04,52,2022-2023,2022-2023 Ligue 1,2446.0
Pass Types,Pass Types,Pass Types,2022-2023,2022-2023 Ligue 1,2446.0
Statistic,Per 90,Percentile,2022-2023,2022-2023 Ligue 1,2446.0
Passes Attempted,71.57,93,2022-2023,2022-2023 Ligue 1,2446.0
,,,2022-2023,2022-2023 Ligue 1,2446.0
Live-ball Passes,70.76,96,2022-2023,2022-2023 Ligue 1,2446.0
Dead-ball Passes,0.66,9,2022-2023,2022-2023 Ligue 1,2446.0
Passes from Free Kicks,0.33,17,2022-2023,2022-2023 Ligue 1,2446.0
Through Balls,0.26,78,2022-2023,2022-2023 Ligue 1,2446.0
Switches,0.22,30,2022-2023,2022-2023 Ligue 1,2446.0
Crosses,0.48,29,2022-2023,2022-2023 Ligue 1,2446.0
Throw-ins Taken,0.11,28,2022-2023,2022-2023 Ligue 1,2446.0
Corner Kicks,0.22,58,2022-2023,2022-2023 Ligue 1,2446.0
,,,2022-2023,2022-2023 Ligue 1,2446.0
Inswinging Corner Kicks,0.07,60,2022-2023,2022-2023 Ligue 1,2446.0
Outswinging Corner Kicks,0.11,61,2022-2023,2022-2023 Ligue 1,2446.0
Straight Corner Kicks,0.00,48,2022-2023,2022-2023 Ligue 1,2446.0
,,,2022-2023,2022-2023 Ligue 1,2446.0
Passes Completed,65.72,96,2022-2023,2022-2023 Ligue 1,2446.0
Passes Offside,0.15,58,2022-2023,2022-2023 Ligue 1,2446.0
Passes Blocked,0.96,47,2022-2023,2022-2023 Ligue 1,2446.0
Goal and Shot Creation,Goal and Shot Creation,Goal and Shot Creation,2022-2023,2022-2023 Ligue 1,2446.0
Statistic,Per 90,Percentile,2022-2023,2022-2023 Ligue 1,2446.0
Shot-Creating Actions,2.69,58,2022-2023,2022-2023 Ligue 1,2446.0
,,,2022-2023,2022-2023 Ligue 1,2446.0
SCA (Live-ball Pass),2.32,74,2022-2023,2022-2023 Ligue 1,2446.0
SCA (Dead-ball Pass),0.07,53,2022-2023,2022-2023 Ligue 1,2446.0
SCA (Take-On),0.00,14,2022-2023,2022-2023 Ligue 1,2446.0
SCA (Shot),0.15,62,2022-2023,2022-2023 Ligue 1,2446.0
SCA (Fouls Drawn),0.07,45,2022-2023,2022-2023 Ligue 1,2446.0
SCA (Defensive Action),0.07,69,2022-2023,2022-2023 Ligue 1,2446.0
,,,2022-2023,2022-2023 Ligue 1,2446.0
Goal-Creating Actions,0.37,74,2022-2023,2022-2023 Ligue 1,2446.0
,,,2022-2023,2022-2023 Ligue 1,2446.0
GCA (Live-ball Pass),0.29,85,2022-2023,2022-2023 Ligue 1,2446.0
GCA (Dead-ball Pass),0.00,39,2022-2023,2022-2023 Ligue 1,2446.0
GCA (Take-On),0.00,38,2022-2023,2022-2023 Ligue 1,2446.0
GCA (Shot),0.04,74,2022-2023,2022-2023 Ligue 1,2446.0
GCA (Fouls Drawn),0.04,79,2022-2023,2022-2023 Ligue 1,2446.0
GCA (Defensive Action),0.00,45,2022-2023,2022-2023 Ligue 1,2446.0
Defense,Defense,Defense,2022-2023,2022-2023 Ligue 1,2446.0
Statistic,Per 90,Percentile,2022-2023,2022-2023 Ligue 1,2446.0
Tackles,2.13,52,2022-2023,2022-2023 Ligue 1,2446.0
Tackles Won,0.92,34,2022-2023,2022-2023 Ligue 1,2446.0
Tackles (Def 3rd),0.77,44,2022-2023,2022-2023 Ligue 1,2446.0
Tackles (Mid 3rd),0.99,50,2022-2023,2022-2023 Ligue 1,2446.0
Tackles (Att 3rd),0.37,69,2022-2023,2022-2023 Ligue 1,2446.0
,,,2022-2023,2022-2023 Ligue 1,2446.0
Dribblers Tackled,0.99,51,2022-2023,2022-2023 Ligue 1,2446.0
Dribbles Challenged,3.05,81,2022-2023,2022-2023 Ligue 1,2446.0
% of Dribblers Tackled,32.5%,16,2022-2023,2022-2023 Ligue 1,2446.0
Challenges Lost,2.06,12,2022-2023,2022-2023 Ligue 1,2446.0
,,,2022-2023,2022-2023 Ligue 1,2446.0
Blocks,0.99,33,2022-2023,2022-2023 Ligue 1,2446.0
Shots Blocked,0.15,46,2022-2023,2022-2023 Ligue 1,2446.0
Passes Blocked,0.85,36,2022-2023,2022-2023 Ligue 1,2446.0
,,,2022-2023,2022-2023 Ligue 1,2446.0
Interceptions,0.92,37,2022-2023,2022-2023 Ligue 1,2446.0
Tkl+Int,3.05,47,2022-2023,2022-2023 Ligue 1,2446.0
Clearances,0.55,28,2022-2023,2022-2023 Ligue 1,2446.0
Errors,0.00,65,2022-2023,2022-2023 Ligue 1,2446.0
Possession,Possession,Possession,2022-2023,2022-2023 Ligue 1,2446.0
Statistic,Per 90,Percentile,2022-2023,2022-2023 Ligue 1,2446.0
Touches,80.54,93,2022-2023,2022-2023 Ligue 1,2446.0
Touches (Def Pen),1.51,39,2022-2023,2022-2023 Ligue 1,2446.0
Touches (Def 3rd),11.96,52,2022-2023,2022-2023 Ligue 1,2446.0
Touches (Mid 3rd),47.80,90,2022-2023,2022-2023 Ligue 1,2446.0
Touches (Att 3rd),21.49,82,2022-2023,2022-2023 Ligue 1,2446.0
Touches (Att Pen),1.40,49,2022-2023,2022-2023 Ligue 1,2446.0
Touches (Live-Ball),80.54,93,2022-2023,2022-2023 Ligue 1,2446.0
,,,2022-2023,2022-2023 Ligue 1,2446.0
Take-Ons Attempted,1.95,50,2022-2023,2022-2023 Ligue 1,2446.0
Successful Take-Ons,1.14,63,2022-2023,2022-2023 Ligue 1,2446.0
Successful Take-On %,58.5%,80,2022-2023,2022-2023 Ligue 1,2446.0
Times Tackled During Take-On,0.63,57,2022-2023,2022-2023 Ligue 1,2446.0
Tackled During Take-On Percentage,32.1%,71,2022-2023,2022-2023 Ligue 1,2446.0
,,,2022-2023,2022-2023 Ligue 1,2446.0
Carries,68.88,96,2022-2023,2022-2023 Ligue 1,2446.0
Total Carrying Distance,365.41,96,2022-2023,2022-2023 Ligue 1,2446.0
Progressive Carrying Distance,167.49,96,2022-2023,2022-2023 Ligue 1,2446.0
,,,2022-2023,2022-2023 Ligue 1,2446.0
Progressive Carries,1.84,60,2022-2023,2022-2023 Ligue 1,2446.0
Carries into Final Third,2.72,89,2022-2023,2022-2023 Ligue 1,2446.0
Carries into Penalty Area,0.18,38,2022-2023,2022-2023 Ligue 1,2446.0
Miscontrols,1.21,66,2022-2023,2022-2023 Ligue 1,2446.0
Dispossessed,1.21,36,2022-2023,2022-2023 Ligue 1,2446.0
,,,2022-2023,2022-2023 Ligue 1,2446.0
Passes Received,65.72,96,2022-2023,2022-2023 Ligue 1,2446.0
Progressive Passes Rec,3.46,54,2022-2023,2022-2023 Ligue 1,2446.0
Miscellaneous Stats,Miscellaneous Stats,Miscellaneous Stats,2022-2023,2022-2023 Ligue 1,2446.0
Statistic,Per 90,Percentile,2022-2023,2022-2023 Ligue 1,2446.0
Yellow Cards,0.11,70,2022-2023,2022-2023 Ligue 1,2446.0
Red Cards,0.00,60,2022-2023,2022-2023 Ligue 1,2446.0
Second Yellow Card,0.00,54,2022-2023,2022-2023 Ligue 1,2446.0
Fouls Committed,1.14,65,2022-2023,2022-2023 Ligue 1,2446.0
Fouls Drawn,0.70,19,2022-2023,2022-2023 Ligue 1,2446.0
Offsides,0.00,80,2022-2023,2022-2023 Ligue 1,2446.0
Crosses,0.48,29,2022-2023,2022-2023 Ligue 1,2446.0
,,,2022-2023,2022-2023 Ligue 1,2446.0
Interceptions,0.92,37,2022-2023,2022-2023 Ligue 1,2446.0
Tackles Won,0.92,34,2022-2023,2022-2023 Ligue 1,2446.0
Penalty Kicks Won,0.00,39,2022-2023,2022-2023 Ligue 1,2446.0
Penalty Kicks Conceded,0.00,59,2022-2023,2022-2023 Ligue 1,2446.0
Own Goals,0.00,52,2022-2023,2022-2023 Ligue 1,2446.0
Ball Recoveries,6.03,44,2022-2023,2022-2023 Ligue 1,2446.0
,,,2022-2023,2022-2023 Ligue 1,2446.0
Aerials Won,0.18,4,2022-2023,2022-2023 Ligue 1,2446.0
Aerials Lost,0.15,99,2022-2023,2022-2023 Ligue 1,2446.0
% of Aerials Won,55.6%,77,2022-2023,2022-2023 Ligue 1,2446.0
Goals,0.08,55,2021-2022,2021-2022 Primeira Liga,2251.0
Assists,0.12,72,2021-2022,2021-2022 Primeira Liga,2251.0
Goals + Assists,0.20,67,2021-2022,2021-2022 Primeira Liga,2251.0
Non-Penalty Goals,0.08,58,2021-2022,2021-2022 Primeira Liga,2251.0
Penalty Kicks Made,0.00,45,2021-2022,2021-2022 Primeira Liga,2251.0
Penalty Kicks Attempted,0.00,42,2021-2022,2021-2022 Primeira Liga,2251.0
Yellow Cards,0.12,95,2021-2022,2021-2022 Primeira Liga,2251.0
Red Cards,0.00,66,2021-2022,2021-2022 Primeira Liga,2251.0
xG: Expected Goals,0.13,73,2021-2022,2021-2022 Primeira Liga,2251.0
npxG: Non-Penalty xG,0.13,79,2021-2022,2021-2022 Primeira Liga,2251.0
xAG: Exp. Assisted Goals,0.18,84,2021-2022,2021-2022 Primeira Liga,2251.0
npxG + xAG,0.31,82,2021-2022,2021-2022 Primeira Liga,2251.0
,,,2021-2022,2021-2022 Primeira Liga,2251.0
Progressive Carries,2.76,85,2021-2022,2021-2022 Primeira Liga,2251.0
Progressive Passes,8.24,98,2021-2022,2021-2022 Primeira Liga,2251.0
Progressive Passes Rec,1.60,39,2021-2022,2021-2022 Primeira Liga,2251.0
Shooting,Shooting,Shooting,2021-2022,2021-2022 Primeira Liga,2251.0
Statistic,Per 90,Percentile,2021-2022,2021-2022 Primeira Liga,2251.0
Goals,0.08,55,2021-2022,2021-2022 Primeira Liga,2251.0
Shots Total,2.48,99,2021-2022,2021-2022 Primeira Liga,2251.0
Shots on Target,1.04,98,2021-2022,2021-2022 Primeira Liga,2251.0
Shots on Target %,41.9%,92,2021-2022,2021-2022 Primeira Liga,2251.0
Goals/Shot,0.03,42,2021-2022,2021-2022 Primeira Liga,2251.0
Goals/Shot on Target,0.08,34,2021-2022,2021-2022 Primeira Liga,2251.0
Average Shot Distance,25.30,25,2021-2022,2021-2022 Primeira Liga,2251.0
Shots from Free Kicks,0.24,89,2021-2022,2021-2022 Primeira Liga,2251.0
Penalty Kicks Made,0.00,45,2021-2022,2021-2022 Primeira Liga,2251.0
Penalty Kicks Attempted,0.00,42,2021-2022,2021-2022 Primeira Liga,2251.0
,,,2021-2022,2021-2022 Primeira Liga,2251.0
xG: Expected Goals,0.13,73,2021-2022,2021-2022 Primeira Liga,2251.0
npxG: Non-Penalty xG,0.13,79,2021-2022,2021-2022 Primeira Liga,2251.0
npxG/Shot,0.05,32,2021-2022,2021-2022 Primeira Liga,2251.0
Goals - xG,-0.05,27,2021-2022,2021-2022 Primeira Liga,2251.0
Non-Penalty Goals - npxG,-0.05,26,2021-2022,2021-2022 Primeira Liga,2251.0
Passing,Passing,Passing,2021-2022,2021-2022 Primeira Liga,2251.0
Statistic,Per 90,Percentile,2021-2022,2021-2022 Primeira Liga,2251.0
Passes Completed,68.33,99,2021-2022,2021-2022 Primeira Liga,2251.0
Passes Attempted,78.49,99,2021-2022,2021-2022 Primeira Liga,2251.0
Pass Completion %,87.1%,94,2021-2022,2021-2022 Primeira Liga,2251.0
Total Passing Distance,1164.12,99,2021-2022,2021-2022 Primeira Liga,2251.0
Progressive Passing Distance,303.59,94,2021-2022,2021-2022 Primeira Liga,2251.0
,,,2021-2022,2021-2022 Primeira Liga,2251.0
Passes Completed (Short),34.02,99,2021-2022,2021-2022 Primeira Liga,2251.0
Passes Attempted (Short),36.18,99,2021-2022,2021-2022 Primeira Liga,2251.0
Pass Completion % (Short),94.0%,98,2021-2022,2021-2022 Primeira Liga,2251.0
,,,2021-2022,2021-2022 Primeira Liga,2251.0
Passes Completed (Medium),23.83,98,2021-2022,2021-2022 Primeira Liga,2251.0
Passes Attempted (Medium),26.55,98,2021-2022,2021-2022 Primeira Liga,2251.0
Pass Completion % (Medium),89.8%,82,2021-2022,2021-2022 Primeira Liga,2251.0
,,,2021-2022,2021-2022 Primeira Liga,2251.0
Passes Completed (Long),7.96,94,2021-2022,2021-2022 Primeira Liga,2251.0
Passes Attempted (Long),11.59,93,2021-2022,2021-2022 Primeira Liga,2251.0
Pass Completion % (Long),68.6%,73,2021-2022,2021-2022 Primeira Liga,2251.0
Assists,0.12,72,2021-2022,2021-2022 Primeira Liga,2251.0
xAG: Exp. Assisted Goals,0.18,84,2021-2022,2021-2022 Primeira Liga,2251.0
xA: Expected Assists,0.20,89,2021-2022,2021-2022 Primeira Liga,2251.0
Key Passes,1.68,82,2021-2022,2021-2022 Primeira Liga,2251.0
Passes into Final Third,8.40,99,2021-2022,2021-2022 Primeira Liga,2251.0
Passes into Penalty Area,1.32,84,2021-2022,2021-2022 Primeira Liga,2251.0
Crosses into Penalty Area,0.04,28,2021-2022,2021-2022 Primeira Liga,2251.0
Progressive Passes,8.24,98,2021-2022,2021-2022 Primeira Liga,2251.0
Pass Types,Pass Types,Pass Types,2021-2022,2021-2022 Primeira Liga,2251.0
Statistic,Per 90,Percentile,2021-2022,2021-2022 Primeira Liga,2251.0
Passes Attempted,78.49,99,2021-2022,2021-2022 Primeira Liga,2251.0
,,,2021-2022,2021-2022 Primeira Liga,2251.0
Live-ball Passes,71.85,99,2021-2022,2021-2022 Primeira Liga,2251.0
Dead-ball Passes,6.48,85,2021-2022,2021-2022 Primeira Liga,2251.0
Passes from Free Kicks,3.12,96,2021-2022,2021-2022 Primeira Liga,2251.0
Through Balls,0.40,91,2021-2022,2021-2022 Primeira Liga,2251.0
Switches,1.00,91,2021-2022,2021-2022 Primeira Liga,2251.0
Crosses,3.76,82,2021-2022,2021-2022 Primeira Liga,2251.0
Throw-ins Taken,0.20,49,2021-2022,2021-2022 Primeira Liga,2251.0
Corner Kicks,3.16,98,2021-2022,2021-2022 Primeira Liga,2251.0
,,,2021-2022,2021-2022 Primeira Liga,2251.0
Inswinging Corner Kicks,1.80,99,2021-2022,2021-2022 Primeira Liga,2251.0
Outswinging Corner Kicks,0.68,82,2021-2022,2021-2022 Primeira Liga,2251.0
Straight Corner Kicks,0.08,98,2021-2022,2021-2022 Primeira Liga,2251.0
,,,2021-2022,2021-2022 Primeira Liga,2251.0
Passes Completed,68.33,99,2021-2022,2021-2022 Primeira Liga,2251.0
Passes Offside,0.16,55,2021-2022,2021-2022 Primeira Liga,2251.0
Passes Blocked,0.88,39,2021-2022,2021-2022 Primeira Liga,2251.0
Goal and Shot Creation,Goal and Shot Creation,Goal and Shot Creation,2021-2022,2021-2022 Primeira Liga,2251.0
Statistic,Per 90,Percentile,2021-2022,2021-2022 Primeira Liga,2251.0
Shot-Creating Actions,4.88,97,2021-2022,2021-2022 Primeira Liga,2251.0
,,,2021-2022,2021-2022 Primeira Liga,2251.0
SCA (Live-ball Pass),3.24,95,2021-2022,2021-2022 Primeira Liga,2251.0
SCA (Dead-ball Pass),1.04,95,2021-2022,2021-2022 Primeira Liga,2251.0
SCA (Take-On),0.16,74,2021-2022,2021-2022 Primeira Liga,2251.0
SCA (Shot),0.36,98,2021-2022,2021-2022 Primeira Liga,2251.0
SCA (Fouls Drawn),0.04,29,2021-2022,2021-2022 Primeira Liga,2251.0
SCA (Defensive Action),0.04,46,2021-2022,2021-2022 Primeira Liga,2251.0
,,,2021-2022,2021-2022 Primeira Liga,2251.0
Goal-Creating Actions,0.52,91,2021-2022,2021-2022 Primeira Liga,2251.0
,,,2021-2022,2021-2022 Primeira Liga,2251.0
GCA (Live-ball Pass),0.28,86,2021-2022,2021-2022 Primeira Liga,2251.0
GCA (Dead-ball Pass),0.12,95,2021-2022,2021-2022 Primeira Liga,2251.0
GCA (Take-On),0.04,88,2021-2022,2021-2022 Primeira Liga,2251.0
GCA (Shot),0.08,93,2021-2022,2021-2022 Primeira Liga,2251.0
GCA (Fouls Drawn),0.00,41,2021-2022,2021-2022 Primeira Liga,2251.0
GCA (Defensive Action),0.00,46,2021-2022,2021-2022 Primeira Liga,2251.0
Defense,Defense,Defense,2021-2022,2021-2022 Primeira Liga,2251.0
Statistic,Per 90,Percentile,2021-2022,2021-2022 Primeira Liga,2251.0
Tackles,1.96,62,2021-2022,2021-2022 Primeira Liga,2251.0
Tackles Won,1.20,65,2021-2022,2021-2022 Primeira Liga,2251.0
Tackles (Def 3rd),0.44,18,2021-2022,2021-2022 Primeira Liga,2251.0
Tackles (Mid 3rd),1.12,75,2021-2022,2021-2022 Primeira Liga,2251.0
Tackles (Att 3rd),0.40,89,2021-2022,2021-2022 Primeira Liga,2251.0
,,,2021-2022,2021-2022 Primeira Liga,2251.0
Dribblers Tackled,0.92,61,2021-2022,2021-2022 Primeira Liga,2251.0
Dribbles Challenged,1.64,27,2021-2022,2021-2022 Primeira Liga,2251.0
% of Dribblers Tackled,56.1%,92,2021-2022,2021-2022 Primeira Liga,2251.0
Challenges Lost,0.72,83,2021-2022,2021-2022 Primeira Liga,2251.0
,,,2021-2022,2021-2022 Primeira Liga,2251.0
Blocks,1.00,50,2021-2022,2021-2022 Primeira Liga,2251.0
Shots Blocked,0.16,43,2021-2022,2021-2022 Primeira Liga,2251.0
Passes Blocked,0.84,55,2021-2022,2021-2022 Primeira Liga,2251.0
,,,2021-2022,2021-2022 Primeira Liga,2251.0
