Standard Stats,Standard Stats,Standard Stats,season,competition,minutes_played
Progressive Passing Distance,275.71,85,2023-2024,2023-2024 Champions League,914.0
,,,2023-2024,2023-2024 Champions League,914.0
Passes Completed (Short),28.16,84,2023-2024,2023-2024 Champions League,914.0
Passes Attempted (Short),30.13,81,2023-2024,2023-2024 Champions League,914.0
Pass Completion % (Short),93.5%,81,2023-2024,2023-2024 Champions League,914.0
,,,2023-2024,2023-2024 Champions League,914.0
Passes Completed (Medium),28.26,90,2023-2024,2023-2024 Champions League,914.0
Passes Attempted (Medium),29.74,89,2023-2024,2023-2024 Champions League,914.0
Pass Completion % (Medium),95.0%,91,2023-2024,2023-2024 Champions League,914.0
,,,2023-2024,2023-2024 Champions League,914.0
Passes Completed (Long),8.07,95,2023-2024,2023-2024 Champions League,914.0
Passes Attempted (Long),9.45,90,2023-2024,2023-2024 Champions League,914.0
Pass Completion % (Long),85.4%,90,2023-2024,2023-2024 Champions League,914.0
Assists,0.10,53,2023-2024,2023-2024 Champions League,914.0
xAG: Exp. Assisted Goals,0.21,82,2023-2024,2023-2024 Champions League,914.0
xA: Expected Assists,0.17,76,2023-2024,2023-2024 Champions League,914.0
Key Passes,1.87,80,2023-2024,2023-2024 Champions League,914.0
Passes into Final Third,8.37,96,2023-2024,2023-2024 Champions League,914.0
Passes into Penalty Area,1.77,89,2023-2024,2023-2024 Champions League,914.0
Crosses into Penalty Area,0.10,61,2023-2024,2023-2024 Champions League,914.0
Progressive Passes,8.17,91,2023-2024,2023-2024 Champions League,914.0
Pass Types,Pass Types,Pass Types,2023-2024,2023-2024 Champions League,914.0
Statistic,Per 90,Percentile,2023-2024,2023-2024 Champions League,914.0
Passes Attempted,72.37,92,2023-2024,2023-2024 Champions League,914.0
,,,2023-2024,2023-2024 Champions League,914.0
Live-ball Passes,67.84,92,2023-2024,2023-2024 Champions League,914.0
Dead-ball Passes,4.43,85,2023-2024,2023-2024 Champions League,914.0
Passes from Free Kicks,2.26,85,2023-2024,2023-2024 Champions League,914.0
Through Balls,0.10,48,2023-2024,2023-2024 Champions League,914.0
Switches,0.79,84,2023-2024,2023-2024 Champions League,914.0
Crosses,1.48,73,2023-2024,2023-2024 Champions League,914.0
Throw-ins Taken,0.39,68,2023-2024,2023-2024 Champions League,914.0
Corner Kicks,1.08,78,2023-2024,2023-2024 Champions League,914.0
,,,2023-2024,2023-2024 Champions League,914.0
Inswinging Corner Kicks,0.20,74,2023-2024,2023-2024 Champions League,914.0
Outswinging Corner Kicks,0.49,81,2023-2024,2023-2024 Champions League,914.0
Straight Corner Kicks,0.00,47,2023-2024,2023-2024 Champions League,914.0
,,,2023-2024,2023-2024 Champions League,914.0
Passes Completed,66.86,93,2023-2024,2023-2024 Champions League,914.0
Passes Offside,0.10,62,2023-2024,2023-2024 Champions League,914.0
Passes Blocked,0.59,70,2023-2024,2023-2024 Champions League,914.0
Goal and Shot Creation,Goal and Shot Creation,Goal and Shot Creation,2023-2024,2023-2024 Champions League,914.0
Statistic,Per 90,Percentile,2023-2024,2023-2024 Champions League,914.0
Shot-Creating Actions,4.14,83,2023-2024,2023-2024 Champions League,914.0
,,,2023-2024,2023-2024 Champions League,914.0
SCA (Live-ball Pass),3.54,92,2023-2024,2023-2024 Champions League,914.0
SCA (Dead-ball Pass),0.30,74,2023-2024,2023-2024 Champions League,914.0
SCA (Take-On),0.10,63,2023-2024,2023-2024 Champions League,914.0
SCA (Shot),0.10,56,2023-2024,2023-2024 Champions League,914.0
SCA (Fouls Drawn),0.00,36,2023-2024,2023-2024 Champions League,914.0
SCA (Defensive Action),0.10,80,2023-2024,2023-2024 Champions League,914.0
,,,2023-2024,2023-2024 Champions League,914.0
Goal-Creating Actions,0.39,71,2023-2024,2023-2024 Champions League,914.0
,,,2023-2024,2023-2024 Champions League,914.0
GCA (Live-ball Pass),0.39,81,2023-2024,2023-2024 Champions League,914.0
GCA (Dead-ball Pass),0.00,46,2023-2024,2023-2024 Champions League,914.0
GCA (Take-On),0.00,47,2023-2024,2023-2024 Champions League,914.0
GCA (Shot),0.00,45,2023-2024,2023-2024 Champions League,914.0
GCA (Fouls Drawn),0.00,47,2023-2024,2023-2024 Champions League,914.0
GCA (Defensive Action),0.00,48,2023-2024,2023-2024 Champions League,914.0
Defense,Defense,Defense,2023-2024,2023-2024 Champions League,914.0
Statistic,Per 90,Percentile,2023-2024,2023-2024 Champions League,914.0
Tackles,1.48,28,2023-2024,2023-2024 Champions League,914.0
Tackles Won,1.08,52,2023-2024,2023-2024 Champions League,914.0
Tackles (Def 3rd),0.49,29,2023-2024,2023-2024 Champions League,914.0
Tackles (Mid 3rd),0.79,52,2023-2024,2023-2024 Champions League,914.0
Tackles (Att 3rd),0.20,44,2023-2024,2023-2024 Champions League,914.0
,,,2023-2024,2023-2024 Champions League,914.0
Dribblers Tackled,0.30,13,2023-2024,2023-2024 Champions League,914.0
Dribbles Challenged,1.18,13,2023-2024,2023-2024 Champions League,914.0
% of Dribblers Tackled,25.0%,19,2023-2024,2023-2024 Champions League,914.0
Challenges Lost,0.89,64,2023-2024,2023-2024 Champions League,914.0
,,,2023-2024,2023-2024 Champions League,914.0
Blocks,0.79,22,2023-2024,2023-2024 Champions League,914.0
Shots Blocked,0.00,15,2023-2024,2023-2024 Champions League,914.0
Passes Blocked,0.79,37,2023-2024,2023-2024 Champions League,914.0
,,,2023-2024,2023-2024 Champions League,914.0
Interceptions,1.28,76,2023-2024,2023-2024 Champions League,914.0
Tkl+Int,2.76,51,2023-2024,2023-2024 Champions League,914.0
Clearances,1.38,66,2023-2024,2023-2024 Champions League,914.0
Errors,0.00,56,2023-2024,2023-2024 Champions League,914.0
Possession,Possession,Possession,2023-2024,2023-2024 Champions League,914.0
Statistic,Per 90,Percentile,2023-2024,2023-2024 Champions League,914.0
Touches,81.14,91,2023-2024,2023-2024 Champions League,914.0
Touches (Def Pen),2.66,59,2023-2024,2023-2024 Champions League,914.0
Touches (Def 3rd),13.79,59,2023-2024,2023-2024 Champions League,914.0
Touches (Mid 3rd),43.33,82,2023-2024,2023-2024 Champions League,914.0
Touches (Att 3rd),25.21,93,2023-2024,2023-2024 Champions League,914.0
Touches (Att Pen),1.28,45,2023-2024,2023-2024 Champions League,914.0
Touches (Live-Ball),81.14,91,2023-2024,2023-2024 Champions League,914.0
,,,2023-2024,2023-2024 Champions League,914.0
Take-Ons Attempted,1.77,64,2023-2024,2023-2024 Champions League,914.0
Successful Take-Ons,1.08,69,2023-2024,2023-2024 Champions League,914.0
Successful Take-On %,61.1%,62,2023-2024,2023-2024 Champions League,914.0
Times Tackled During Take-On,0.59,41,2023-2024,2023-2024 Champions League,914.0
Tackled During Take-On Percentage,33.3%,55,2023-2024,2023-2024 Champions League,914.0
,,,2023-2024,2023-2024 Champions League,914.0
Carries,63.91,96,2023-2024,2023-2024 Champions League,914.0
Total Carrying Distance,337.55,97,2023-2024,2023-2024 Champions League,914.0
Progressive Carrying Distance,167.40,97,2023-2024,2023-2024 Champions League,914.0
,,,2023-2024,2023-2024 Champions League,914.0
Progressive Carries,2.17,72,2023-2024,2023-2024 Champions League,914.0
Carries into Final Third,2.07,78,2023-2024,2023-2024 Champions League,914.0
Carries into Penalty Area,0.39,79,2023-2024,2023-2024 Champions League,914.0
Miscontrols,0.49,88,2023-2024,2023-2024 Champions League,914.0
Dispossessed,0.89,44,2023-2024,2023-2024 Champions League,914.0
,,,2023-2024,2023-2024 Champions League,914.0
Passes Received,59.77,89,2023-2024,2023-2024 Champions League,914.0
Progressive Passes Rec,2.36,50,2023-2024,2023-2024 Champions League,914.0
Miscellaneous Stats,Miscellaneous Stats,Miscellaneous Stats,2023-2024,2023-2024 Champions League,914.0
Statistic,Per 90,Percentile,2023-2024,2023-2024 Champions League,914.0
Yellow Cards,0.20,48,2023-2024,2023-2024 Champions League,914.0
Red Cards,0.00,52,2023-2024,2023-2024 Champions League,914.0
Second Yellow Card,0.00,52,2023-2024,2023-2024 Champions League,914.0
Fouls Committed,1.48,30,2023-2024,2023-2024 Champions League,914.0
Fouls Drawn,0.30,11,2023-2024,2023-2024 Champions League,914.0
Offsides,0.10,26,2023-2024,2023-2024 Champions League,914.0
Crosses,1.48,73,2023-2024,2023-2024 Champions League,914.0
,,,2023-2024,2023-2024 Champions League,914.0
Interceptions,1.28,76,2023-2024,2023-2024 Champions League,914.0
Tackles Won,1.08,52,2023-2024,2023-2024 Champions League,914.0
Penalty Kicks Won,0.00,48,2023-2024,2023-2024 Champions League,914.0
Penalty Kicks Conceded,0.00,54,2023-2024,2023-2024 Champions League,914.0
Own Goals,0.00,50,2023-2024,2023-2024 Champions League,914.0
Ball Recoveries,7.19,89,2023-2024,2023-2024 Champions League,914.0
,,,2023-2024,2023-2024 Champions League,914.0
Aerials Won,0.30,26,2023-2024,2023-2024 Champions League,914.0
Aerials Lost,0.30,89,2023-2024,2023-2024 Champions League,914.0
% of Aerials Won,50.0%,59,2023-2024,2023-2024 Champions League,914.0
Goals,0.30,93,2023-2024,2023-2024 Ligue 1,2126.0
Assists,0.17,81,2023-2024,2023-2024 Ligue 1,2126.0
Goals + Assists,0.47,92,2023-2024,2023-2024 Ligue 1,2126.0
Non-Penalty Goals,0.30,95,2023-2024,2023-2024 Ligue 1,2126.0
Penalty Kicks Made,0.00,45,2023-2024,2023-2024 Ligue 1,2126.0
Penalty Kicks Attempted,0.00,44,2023-2024,2023-2024 Ligue 1,2126.0
Yellow Cards,0.00,97,2023-2024,2023-2024 Ligue 1,2126.0
Red Cards,0.00,55,2023-2024,2023-2024 Ligue 1,2126.0
xG: Expected Goals,0.13,68,2023-2024,2023-2024 Ligue 1,2126.0
npxG: Non-Penalty xG,0.13,73,2023-2024,2023-2024 Ligue 1,2126.0
xAG: Exp. Assisted Goals,0.13,74,2023-2024,2023-2024 Ligue 1,2126.0
npxG + xAG,0.27,73,2023-2024,2023-2024 Ligue 1,2126.0
,,,2023-2024,2023-2024 Ligue 1,2126.0
Progressive Carries,1.74,64,2023-2024,2023-2024 Ligue 1,2126.0
Progressive Passes,7.70,90,2023-2024,2023-2024 Ligue 1,2126.0
Progressive Passes Rec,5.16,83,2023-2024,2023-2024 Ligue 1,2126.0
Shooting,Shooting,Shooting,2023-2024,2023-2024 Ligue 1,2126.0
Statistic,Per 90,Percentile,2023-2024,2023-2024 Ligue 1,2126.0
Goals,0.30,93,2023-2024,2023-2024 Ligue 1,2126.0
Shots Total,1.91,89,2023-2024,2023-2024 Ligue 1,2126.0
Shots on Target,0.80,90,2023-2024,2023-2024 Ligue 1,2126.0
Shots on Target %,42.2%,88,2023-2024,2023-2024 Ligue 1,2126.0
Goals/Shot,0.16,94,2023-2024,2023-2024 Ligue 1,2126.0
Goals/Shot on Target,0.37,84,2023-2024,2023-2024 Ligue 1,2126.0
Average Shot Distance,21.50,41,2023-2024,2023-2024 Ligue 1,2126.0
Shots from Free Kicks,0.04,75,2023-2024,2023-2024 Ligue 1,2126.0
Penalty Kicks Made,0.00,45,2023-2024,2023-2024 Ligue 1,2126.0
Penalty Kicks Attempted,0.00,44,2023-2024,2023-2024 Ligue 1,2126.0
,,,2023-2024,2023-2024 Ligue 1,2126.0
xG: Expected Goals,0.13,68,2023-2024,2023-2024 Ligue 1,2126.0
npxG: Non-Penalty xG,0.13,73,2023-2024,2023-2024 Ligue 1,2126.0
npxG/Shot,0.07,48,2023-2024,2023-2024 Ligue 1,2126.0
Goals - xG,+0.17,98,2023-2024,2023-2024 Ligue 1,2126.0
Non-Penalty Goals - npxG,+0.17,98,2023-2024,2023-2024 Ligue 1,2126.0
Passing,Passing,Passing,2023-2024,2023-2024 Ligue 1,2126.0
Statistic,Per 90,Percentile,2023-2024,2023-2024 Ligue 1,2126.0
Passes Completed,70.23,99,2023-2024,2023-2024 Ligue 1,2126.0
Passes Attempted,78.32,99,2023-2024,2023-2024 Ligue 1,2126.0
Pass Completion %,89.7%,94,2023-2024,2023-2024 Ligue 1,2126.0
Total Passing Distance,1145.74,99,2023-2024,2023-2024 Ligue 1,2126.0
Progressive Passing Distance,284.31,85,2023-2024,2023-2024 Ligue 1,2126.0
,,,2023-2024,2023-2024 Ligue 1,2126.0
Passes Completed (Short),35.26,99,2023-2024,2023-2024 Ligue 1,2126.0
Passes Attempted (Short),37.89,99,2023-2024,2023-2024 Ligue 1,2126.0
Pass Completion % (Short),93.1%,93,2023-2024,2023-2024 Ligue 1,2126.0
,,,2023-2024,2023-2024 Ligue 1,2126.0
Passes Completed (Medium),27.09,94,2023-2024,2023-2024 Ligue 1,2126.0
Passes Attempted (Medium),29.25,94,2023-2024,2023-2024 Ligue 1,2126.0
Pass Completion % (Medium),92.6%,84,2023-2024,2023-2024 Ligue 1,2126.0
,,,2023-2024,2023-2024 Ligue 1,2126.0
Passes Completed (Long),5.25,82,2023-2024,2023-2024 Ligue 1,2126.0
Passes Attempted (Long),6.69,69,2023-2024,2023-2024 Ligue 1,2126.0
Pass Completion % (Long),78.5%,88,2023-2024,2023-2024 Ligue 1,2126.0
Assists,0.17,81,2023-2024,2023-2024 Ligue 1,2126.0
xAG: Exp. Assisted Goals,0.13,74,2023-2024,2023-2024 Ligue 1,2126.0
xA: Expected Assists,0.17,79,2023-2024,2023-2024 Ligue 1,2126.0
Key Passes,1.57,78,2023-2024,2023-2024 Ligue 1,2126.0
Passes into Final Third,6.56,92,2023-2024,2023-2024 Ligue 1,2126.0
Passes into Penalty Area,1.35,79,2023-2024,2023-2024 Ligue 1,2126.0
Crosses into Penalty Area,0.08,41,2023-2024,2023-2024 Ligue 1,2126.0
Progressive Passes,7.70,90,2023-2024,2023-2024 Ligue 1,2126.0
Pass Types,Pass Types,Pass Types,2023-2024,2023-2024 Ligue 1,2126.0
Statistic,Per 90,Percentile,2023-2024,2023-2024 Ligue 1,2126.0
Passes Attempted,78.32,99,2023-2024,2023-2024 Ligue 1,2126.0
,,,2023-2024,2023-2024 Ligue 1,2126.0
Live-ball Passes,74.17,99,2023-2024,2023-2024 Ligue 1,2126.0
Dead-ball Passes,3.94,82,2023-2024,2023-2024 Ligue 1,2126.0
Passes from Free Kicks,1.78,77,2023-2024,2023-2024 Ligue 1,2126.0
Through Balls,0.34,87,2023-2024,2023-2024 Ligue 1,2126.0
Switches,0.47,74,2023-2024,2023-2024 Ligue 1,2126.0
Crosses,1.61,68,2023-2024,2023-2024 Ligue 1,2126.0
Throw-ins Taken,0.34,61,2023-2024,2023-2024 Ligue 1,2126.0
Corner Kicks,0.80,72,2023-2024,2023-2024 Ligue 1,2126.0
,,,2023-2024,2023-2024 Ligue 1,2126.0
Inswinging Corner Kicks,0.38,75,2023-2024,2023-2024 Ligue 1,2126.0
Outswinging Corner Kicks,0.13,68,2023-2024,2023-2024 Ligue 1,2126.0
Straight Corner Kicks,0.00,49,2023-2024,2023-2024 Ligue 1,2126.0
,,,2023-2024,2023-2024 Ligue 1,2126.0
Passes Completed,70.23,99,2023-2024,2023-2024 Ligue 1,2126.0
Passes Offside,0.21,30,2023-2024,2023-2024 Ligue 1,2126.0
Passes Blocked,1.06,33,2023-2024,2023-2024 Ligue 1,2126.0
Goal and Shot Creation,Goal and Shot Creation,Goal and Shot Creation,2023-2024,2023-2024 Ligue 1,2126.0
Statistic,Per 90,Percentile,2023-2024,2023-2024 Ligue 1,2126.0
Shot-Creating Actions,3.34,78,2023-2024,2023-2024 Ligue 1,2126.0
,,,2023-2024,2023-2024 Ligue 1,2126.0
SCA (Live-ball Pass),2.88,91,2023-2024,2023-2024 Ligue 1,2126.0
SCA (Dead-ball Pass),0.30,76,2023-2024,2023-2024 Ligue 1,2126.0
SCA (Take-On),0.08,52,2023-2024,2023-2024 Ligue 1,2126.0
SCA (Shot),0.00,9,2023-2024,2023-2024 Ligue 1,2126.0
SCA (Fouls Drawn),0.08,54,2023-2024,2023-2024 Ligue 1,2126.0
SCA (Defensive Action),0.00,18,2023-2024,2023-2024 Ligue 1,2126.0
,,,2023-2024,2023-2024 Ligue 1,2126.0
Goal-Creating Actions,0.59,95,2023-2024,2023-2024 Ligue 1,2126.0
,,,2023-2024,2023-2024 Ligue 1,2126.0
GCA (Live-ball Pass),0.51,97,2023-2024,2023-2024 Ligue 1,2126.0
GCA (Dead-ball Pass),0.04,85,2023-2024,2023-2024 Ligue 1,2126.0
GCA (Take-On),0.00,41,2023-2024,2023-2024 Ligue 1,2126.0
GCA (Shot),0.00,36,2023-2024,2023-2024 Ligue 1,2126.0
GCA (Fouls Drawn),0.04,86,2023-2024,2023-2024 Ligue 1,2126.0
GCA (Defensive Action),0.00,46,2023-2024,2023-2024 Ligue 1,2126.0
Defense,Defense,Defense,2023-2024,2023-2024 Ligue 1,2126.0
Statistic,Per 90,Percentile,2023-2024,2023-2024 Ligue 1,2126.0
Tackles,1.65,30,2023-2024,2023-2024 Ligue 1,2126.0
Tackles Won,1.02,36,2023-2024,2023-2024 Ligue 1,2126.0
Tackles (Def 3rd),0.51,17,2023-2024,2023-2024 Ligue 1,2126.0
Tackles (Mid 3rd),0.68,27,2023-2024,2023-2024 Ligue 1,2126.0
Tackles (Att 3rd),0.47,87,2023-2024,2023-2024 Ligue 1,2126.0
,,,2023-2024,2023-2024 Ligue 1,2126.0
Dribblers Tackled,0.68,29,2023-2024,2023-2024 Ligue 1,2126.0
Dribbles Challenged,2.03,52,2023-2024,2023-2024 Ligue 1,2126.0
% of Dribblers Tackled,33.3%,20,2023-2024,2023-2024 Ligue 1,2126.0
Challenges Lost,1.35,28,2023-2024,2023-2024 Ligue 1,2126.0
,,,2023-2024,2023-2024 Ligue 1,2126.0
Blocks,1.23,58,2023-2024,2023-2024 Ligue 1,2126.0
Shots Blocked,0.47,86,2023-2024,2023-2024 Ligue 1,2126.0
Passes Blocked,0.76,41,2023-2024,2023-2024 Ligue 1,2126.0
,,,2023-2024,2023-2024 Ligue 1,2126.0
Interceptions,0.97,47,2023-2024,2023-2024 Ligue 1,2126.0
Tkl+Int,2.62,33,2023-2024,2023-2024 Ligue 1,2126.0
Clearances,1.27,56,2023-2024,2023-2024 Ligue 1,2126.0
Errors,0.08,15,2023-2024,2023-2024 Ligue 1,2126.0
Possession,Possession,Possession,2023-2024,2023-2024 Ligue 1,2126.0
Statistic,Per 90,Percentile,2023-2024,2023-2024 Ligue 1,2126.0
Touches,88.65,99,2023-2024,2023-2024 Ligue 1,2126.0
Touches (Def Pen),2.71,65,2023-2024,2023-2024 Ligue 1,2126.0
Touches (Def 3rd),14.14,67,2023-2024,2023-2024 Ligue 1,2126.0
Touches (Mid 3rd),46.27,91,2023-2024,2023-2024 Ligue 1,2126.0
Touches (Att 3rd),29.00,99,2023-2024,2023-2024 Ligue 1,2126.0
Touches (Att Pen),2.12,79,2023-2024,2023-2024 Ligue 1,2126.0
Touches (Live-Ball),88.65,99,2023-2024,2023-2024 Ligue 1,2126.0
,,,2023-2024,2023-2024 Ligue 1,2126.0
Take-Ons Attempted,2.20,72,2023-2024,2023-2024 Ligue 1,2126.0
Successful Take-Ons,1.35,83,2023-2024,2023-2024 Ligue 1,2126.0
Successful Take-On %,61.5%,81,2023-2024,2023-2024 Ligue 1,2126.0
Times Tackled During Take-On,0.80,42,2023-2024,2023-2024 Ligue 1,2126.0
Tackled During Take-On Percentage,36.5%,71,2023-2024,2023-2024 Ligue 1,2126.0
,,,2023-2024,2023-2024 Ligue 1,2126.0
Carries,72.18,99,2023-2024,2023-2024 Ligue 1,2126.0
Total Carrying Distance,353.65,98,2023-2024,2023-2024 Ligue 1,2126.0
Progressive Carrying Distance,146.56,93,2023-2024,2023-2024 Ligue 1,2126.0
,,,2023-2024,2023-2024 Ligue 1,2126.0
Progressive Carries,1.74,64,2023-2024,2023-2024 Ligue 1,2126.0
Carries into Final Third,2.88,90,2023-2024,2023-2024 Ligue 1,2126.0
Carries into Penalty Area,0.47,84,2023-2024,2023-2024 Ligue 1,2126.0
Miscontrols,1.31,56,2023-2024,2023-2024 Ligue 1,2126.0
Dispossessed,0.97,42,2023-2024,2023-2024 Ligue 1,2126.0
,,,2023-2024,2023-2024 Ligue 1,2126.0
Passes Received,68.66,99,2023-2024,2023-2024 Ligue 1,2126.0
Progressive Passes Rec,5.16,83,2023-2024,2023-2024 Ligue 1,2126.0
Miscellaneous Stats,Miscellaneous Stats,Miscellaneous Stats,2023-2024,2023-2024 Ligue 1,2126.0
Statistic,Per 90,Percentile,2023-2024,2023-2024 Ligue 1,2126.0
Yellow Cards,0.00,97,2023-2024,2023-2024 Ligue 1,2126.0
Red Cards,0.00,55,2023-2024,2023-2024 Ligue 1,2126.0
Second Yellow Card,0.00,53,2023-2024,2023-2024 Ligue 1,2126.0
Fouls Committed,0.72,94,2023-2024,2023-2024 Ligue 1,2126.0
Fouls Drawn,0.68,11,2023-2024,2023-2024 Ligue 1,2126.0
Offsides,0.04,50,2023-2024,2023-2024 Ligue 1,2126.0
Crosses,1.61,68,2023-2024,2023-2024 Ligue 1,2126.0
,,,2023-2024,2023-2024 Ligue 1,2126.0
Interceptions,0.97,47,2023-2024,2023-2024 Ligue 1,2126.0
Tackles Won,1.02,36,2023-2024,2023-2024 Ligue 1,2126.0
Penalty Kicks Won,0.00,43,2023-2024,2023-2024 Ligue 1,2126.0
Penalty Kicks Conceded,0.00,59,2023-2024,2023-2024 Ligue 1,2126.0
Own Goals,0.00,52,2023-2024,2023-2024 Ligue 1,2126.0
Ball Recoveries,6.52,73,2023-2024,2023-2024 Ligue 1,2126.0
,,,2023-2024,2023-2024 Ligue 1,2126.0
Aerials Won,0.17,3,2023-2024,2023-2024 Ligue 1,2126.0
Aerials Lost,0.42,94,2023-2024,2023-2024 Ligue 1,2126.0
% of Aerials Won,28.6%,10,2023-2024,2023-2024 Ligue 1,2126.0
Goals,0.00,33,2022-2023,2022-2023 Champions League,584.0
Assists,0.00,33,2022-2023,2022-2023 Champions League,584.0
Goals + Assists,0.00,24,2022-2023,2022-2023 Champions League,584.0
Non-Penalty Goals,0.00,34,2022-2023,2022-2023 Champions League,584.0
Penalty Kicks Made,0.00,47,2022-2023,2022-2023 Champions League,584.0
Penalty Kicks Attempted,0.00,46,2022-2023,2022-2023 Champions League,584.0
Yellow Cards,0.00,84,2022-2023,2022-2023 Champions League,584.0
Red Cards,0.00,52,2022-2023,2022-2023 Champions League,584.0
xG: Expected Goals,0.09,59,2022-2023,2022-2023 Champions League,584.0
npxG: Non-Penalty xG,0.09,62,2022-2023,2022-2023 Champions League,584.0
xAG: Exp. Assisted Goals,0.03,24,2022-2023,2022-2023 Champions League,584.0
npxG + xAG,0.11,36,2022-2023,2022-2023 Champions League,584.0
,,,2022-2023,2022-2023 Champions League,584.0
Progressive Carries,1.70,63,2022-2023,2022-2023 Champions League,584.0
Progressive Passes,5.39,52,2022-2023,2022-2023 Champions League,584.0
Progressive Passes Rec,2.47,53,2022-2023,2022-2023 Champions League,584.0
Shooting,Shooting,Shooting,2022-2023,2022-2023 Champions League,584.0
Statistic,Per 90,Percentile,2022-2023,2022-2023 Champions League,584.0
Goals,0.00,33,2022-2023,2022-2023 Champions League,584.0
Shots Total,0.77,38,2022-2023,2022-2023 Champions League,584.0
Shots on Target,0.31,54,2022-2023,2022-2023 Champions League,584.0
Shots on Target %,40.0%,67,2022-2023,2022-2023 Champions League,584.0
Goals/Shot,0.00,34,2022-2023,2022-2023 Champions League,584.0
Goals/Shot on Target,0.00,34,2022-2023,2022-2023 Champions League,584.0
Average Shot Distance,22.60,41,2022-2023,2022-2023 Champions League,584.0
Shots from Free Kicks,0.00,44,2022-2023,2022-2023 Champions League,584.0
Penalty Kicks Made,0.00,47,2022-2023,2022-2023 Champions League,584.0
Penalty Kicks Attempted,0.00,46,2022-2023,2022-2023 Champions League,584.0
,,,2022-2023,2022-2023 Champions League,584.0
xG: Expected Goals,0.09,59,2022-2023,2022-2023 Champions League,584.0
npxG: Non-Penalty xG,0.09,62,2022-2023,2022-2023 Champions League,584.0
npxG/Shot,0.11,80,2022-2023,2022-2023 Champions League,584.0
Goals - xG,-0.09,16,2022-2023,2022-2023 Champions League,584.0
Non-Penalty Goals - npxG,-0.09,16,2022-2023,2022-2023 Champions League,584.0
Passing,Passing,Passing,2022-2023,2022-2023 Champions League,584.0
Statistic,Per 90,Percentile,2022-2023,2022-2023 Champions League,584.0
Passes Completed,61.34,86,2022-2023,2022-2023 Champions League,584.0
Passes Attempted,67.19,83,2022-2023,2022-2023 Champions League,584.0
Pass Completion %,91.3%,92,2022-2023,2022-2023 Champions League,584.0
Total Passing Distance,887.83,70,2022-2023,2022-2023 Champions League,584.0
Progressive Passing Distance,214.67,58,2022-2023,2022-2023 Champions League,584.0
,,,2022-2023,2022-2023 Champions League,584.0
Passes Completed (Short),34.67,94,2022-2023,2022-2023 Champions League,584.0
Passes Attempted (Short),37.14,93,2022-2023,2022-2023 Champions League,584.0
Pass Completion % (Short),93.4%,81,2022-2023,2022-2023 Champions League,584.0
,,,2022-2023,2022-2023 Champions League,584.0
Passes Completed (Medium),18.18,59,2022-2023,2022-2023 Champions League,584.0
Passes Attempted (Medium),19.11,52,2022-2023,2022-2023 Champions League,584.0
Pass Completion % (Medium),95.2%,96,2022-2023,2022-2023 Champions League,584.0
,,,2022-2023,2022-2023 Champions League,584.0
Passes Completed (Long),3.85,57,2022-2023,2022-2023 Champions League,584.0
Passes Attempted (Long),4.78,41,2022-2023,2022-2023 Champions League,584.0
Pass Completion % (Long),80.6%,79,2022-2023,2022-2023 Champions League,584.0
Assists,0.00,33,2022-2023,2022-2023 Champions League,584.0
xAG: Exp. Assisted Goals,0.03,24,2022-2023,2022-2023 Champions League,584.0
xA: Expected Assists,0.06,39,2022-2023,2022-2023 Champions League,584.0
Key Passes,0.46,26,2022-2023,2022-2023 Champions League,584.0
Passes into Final Third,5.24,69,2022-2023,2022-2023 Champions League,584.0
Passes into Penalty Area,0.46,33,2022-2023,2022-2023 Champions League,584.0
Crosses into Penalty Area,0.00,29,2022-2023,2022-2023 Champions League,584.0
Progressive Passes,5.39,52,2022-2023,2022-2023 Champions League,584.0
Pass Types,Pass Types,Pass Types,2022-2023,2022-2023 Champions League,584.0
Statistic,Per 90,Percentile,2022-2023,2022-2023 Champions League,584.0
Passes Attempted,67.19,83,2022-2023,2022-2023 Champions League,584.0
,,,2022-2023,2022-2023 Champions League,584.0
Live-ball Passes,66.58,88,2022-2023,2022-2023 Champions League,584.0
Dead-ball Passes,0.46,10,2022-2023,2022-2023 Champions League,584.0
Passes from Free Kicks,0.31,19,2022-2023,2022-2023 Champions League,584.0
Through Balls,0.00,25,2022-2023,2022-2023 Champions League,584.0
Switches,0.15,30,2022-2023,2022-2023 Champions League,584.0
Crosses,0.31,32,2022-2023,2022-2023 Champions League,584.0
Throw-ins Taken,0.00,16,2022-2023,2022-2023 Champions League,584.0
Corner Kicks,0.00,32,2022-2023,2022-2023 Champions League,584.0
,,,2022-2023,2022-2023 Champions League,584.0
Inswinging Corner Kicks,0.00,37,2022-2023,2022-2023 Champions League,584.0
Outswinging Corner Kicks,0.00,38,2022-2023,2022-2023 Champions League,584.0
Straight Corner Kicks,0.00,48,2022-2023,2022-2023 Champions League,584.0
,,,2022-2023,2022-2023 Champions League,584.0
Passes Completed,61.34,86,2022-2023,2022-2023 Champions League,584.0
Passes Offside,0.15,50,2022-2023,2022-2023 Champions League,584.0
Passes Blocked,1.23,26,2022-2023,2022-2023 Champions League,584.0
Goal and Shot Creation,Goal and Shot Creation,Goal and Shot Creation,2022-2023,2022-2023 Champions League,584.0
Statistic,Per 90,Percentile,2022-2023,2022-2023 Champions League,584.0
Shot-Creating Actions,1.54,25,2022-2023,2022-2023 Champions League,584.0
,,,2022-2023,2022-2023 Champions League,584.0
